151.999080882
7042
0,0,0,0,0,0,
3.79,1,0,0,0,0,
6.029,0,0,0,0,1,
6.818,1,0,0,0,0,
9.224,0,0,0,0,1,
9.647,1,0,0,0,0,
10.038,0,1,0,1,0,
11.717,0,0,1,0,1,
13.396,1,0,1,0,0,
14.871,0,0,1,0,1,
15.684,0,1,0,1,0,
16.565,1,0,0,0,1,
19.888,1,0,0,0,0,
21.269,0,0,0,0,1,
22.86,0,1,0,0,0,
24.471,0,0,0,1,0,
26.14,0,0,1,0,1,
27.749,1,0,1,0,0,
29.345,0,1,0,1,0,
30.944,0,0,1,0,1,
32.573,1,0,0,0,1,
34.959,0,1,0,1,0,
35.799,0,0,1,0,0,
37.399,0,0,1,0,1,
38.188,0,1,0,1,0,
38.984,1,0,0,0,1,
40.627,1,0,0,0,1,
42.223,0,1,0,1,0,
43.06,0,0,1,0,1,
44.694,0,1,0,1,0,
45.097,1,0,1,0,0,
48.716,1,0,0,0,0,
49.506,0,0,1,0,0,
50.293,0,0,0,0,1,
51.119,0,1,0,0,0,
51.968,0,0,0,1,0,
52.716,0,0,1,0,1,
53.516,1,0,0,0,0,
54.329,0,0,1,0,0,
55.146,0,0,0,0,1,
55.887,0,0,0,1,0,
56.741,0,1,0,0,0,
57.538,1,0,1,0,0,
58.42,0,1,0,0,1,
59.169,0,0,1,1,0,
59.96,1,0,0,0,0,
60.75,0,0,1,0,0,
61.554,0,0,0,0,1,
62.37,0,1,0,0,0,
62.753,0,0,0,1,0,
63.217,0,0,1,0,0,
64.016,1,0,0,0,0,
64.779,0,0,0,0,1,
65.599,1,0,0,0,0,
66.392,0,1,0,0,0,
67.24,0,0,0,0,1,
68.027,0,0,1,0,0,
68.774,0,0,0,1,0,
69.607,0,0,1,0,1,
70.426,0,1,0,1,0,
71.24,1,0,0,0,0,
72.053,0,0,0,0,1,
72.851,0,1,0,0,1,
76.042,1,0,0,1,0,
79.232,0,0,1,0,1,
80.776,0,1,0,1,0,
82.477,1,0,1,0,0,
83.337,0,1,0,0,1,
84.133,1,0,0,0,1,
85.772,1,0,0,0,0,
87.341,0,1,0,0,0,
88.141,0,0,0,0,1,
88.954,0,0,1,0,0,
89.814,0,0,0,1,0,
90.61,1,0,0,0,0,
91.359,0,1,0,0,0,
92.181,0,0,0,0,1,
92.97,0,0,1,0,0,
93.751,0,0,0,1,0,
94.514,0,1,0,0,0,
95.335,1,0,0,0,1,
96.589,0,1,0,1,0,
98.829,0,0,1,0,1,
100.386,1,0,0,0,0,
101.736,0,0,0,0,1,
102.249,0,1,0,0,0,
102.755,0,0,0,1,0,
103.6,1,0,0,0,0,
104.039,0,0,1,0,0,
104.527,0,1,0,0,0,
105.121,0,0,0,0,1,
106.016,0,0,0,1,0,
106.907,0,0,1,0,0,
107.823,1,0,0,0,0,
108.309,0,1,0,0,1,
109.88,1,0,0,1,0,
111.422,0,0,1,0,1,
112.309,0,1,0,0,0,
113.104,1,0,0,1,0,
113.907,0,0,1,0,1,
114.749,0,1,0,1,0,
