107.666015625
0,0,0,0,0,0,
1.79400014877,1,0,0,0,0,
2.14499998093,0,0,0,0,1,
2.51400017738,0,1,0,0,0,
3.27500009537,1,0,0,0,0,
3.625,0,0,0,0,1,
3.97399997711,0,1,0,0,0,
4.73200011253,0,0,0,0,1,
5.08000016212,0,1,0,0,0,
5.41000008583,0,0,0,1,0,
6.22900009155,1,0,0,0,0,
6.53700017929,0,0,0,1,0,
6.9279999733,0,1,0,0,0,
7.64800000191,0,0,0,0,1,
7.99800014496,0,1,0,0,0,
8.38800001144,0,0,0,1,0,
9.16499996185,1,0,0,0,0,
9.49500012398,0,0,0,0,1,
9.88499999046,0,1,0,0,0,
10.6240000725,0,0,1,0,1,
12.0780000687,1,0,0,1,0,
13.5730001926,0,1,0,0,1,
15.0850000381,1,0,0,1,0,
16.5360000134,0,0,1,0,1,
18.0380001068,0,1,1,0,0,
19.4910001755,0,0,1,1,0,
21.0290000439,0,0,0,1,1,
22.4639999866,1,0,0,0,1,
23.9200000763,0,0,1,1,0,
25.4560000896,1,0,0,0,1,
26.1330001354,0,0,0,1,0,
26.503000021,0,1,0,0,0,
26.8930001259,0,0,0,0,1,
27.2840001583,0,1,0,0,0,
27.6549999714,0,0,0,1,0,
28.0250000954,0,1,0,0,0,
28.3940000534,0,0,0,0,1,
28.7640001774,0,1,0,0,0,
29.1319999695,0,0,0,1,0,
29.5,0,1,0,0,0,
29.8910000324,0,0,0,1,0,
30.2610001564,0,1,0,0,0,
30.6710000038,0,0,0,0,1,
31.0210001469,0,1,0,0,0,
31.3710000515,1,0,0,0,0,
31.742000103,0,0,0,1,0,
32.1340000629,0,0,1,0,0,
32.4839999676,0,0,0,0,1,
32.8940000534,1,0,0,0,0,
33.2220001221,0,0,0,1,0,
33.6130001545,0,0,1,0,0,
33.9600000381,0,0,0,0,1,
34.3300001621,0,1,0,1,0,
34.7220001221,0,0,0,0,1,
35.0940001011,0,0,1,0,0,
35.4450001717,0,0,0,1,0,
35.8140001297,1,0,0,0,0,
36.1830000877,0,0,0,0,1,
36.5540001392,0,0,1,0,0,
36.9240000248,0,0,0,1,0,
37.2940001488,0,1,0,0,0,
38.728000164,0,0,1,0,1,
40.242000103,1,0,0,1,0,
41.7170000076,0,1,0,0,1,
43.2130000591,1,0,0,1,0,
43.6050000191,0,0,1,0,0,
44.6700000763,0,1,0,0,1,
46.1860001087,0,0,1,1,0,
46.5570001602,0,0,0,0,1,
47.6390001774,0,0,1,0,1,
49.1330001354,1,0,0,0,1,
49.8510000706,0,1,0,0,0,
50.5090000629,1,0,0,0,1,
51.2490000725,0,0,0,1,0,
52.0670001507,0,0,1,0,1,
52.8250000477,0,1,0,0,0,
53.5010001659,0,0,1,0,1,
54.242000103,0,0,0,1,0,
55.0020000935,1,0,0,0,1,
55.7610001564,0,0,1,0,0,
56.4560000896,0,1,0,1,0,
57.236000061,0,1,0,0,1,
57.9960000515,1,0,0,1,0,
58.7569999695,0,0,1,0,1,
59.4739999771,0,1,0,1,0,
60.9930000305,1,0,0,0,1,
61.6690001488,0,0,1,0,0,
62.4070000648,0,1,0,1,0,
63.1270000935,0,0,1,0,1,
63.620000124,0,0,0,1,0,
63.9700000286,1,0,0,0,1,
65.0789999962,0,1,0,0,0,
65.4070000648,0,0,1,0,1,
66.881000042,1,0,0,1,0,
67.5380001068,0,0,1,0,0,
68.2980000973,0,1,0,0,1,
69.0989999771,0,0,1,0,1,
69.7970001698,1,0,0,1,0,
72.8090000153,0,1,0,1,0,
74.3230001926,0,0,1,0,1,
75.8190000057,0,1,0,1,0,
76.9260001183,1,0,0,0,1,
77.2970001698,0,0,1,1,0,
78.4020001888,0,1,0,0,0,
78.7720000744,0,0,0,0,1,
79.8580000401,1,0,0,1,0,
80.25,0,0,1,0,0,
81.0320000648,0,1,0,0,1,
81.7330000401,1,0,0,1,0,
83.9379999638,1,0,0,0,1,
84.2710001469,0,1,0,1,0,
84.6430001259,0,0,1,0,0,
84.6860001087,0,0,0,0,1,
86.8580000401,1,0,0,0,1,
87.2070000172,0,1,0,1,0,
87.5989999771,0,0,1,0,1,
89.8289999962,0,0,1,0,1,
90.2020001411,0,1,0,1,0,
90.5920000076,1,0,1,0,0,
92.8020000458,0,0,1,1,0,
93.1720001698,0,1,1,0,0,
93.5640001297,1,0,0,0,1,
95.7940001488,0,0,1,0,1,
96.1460001469,1,0,0,1,0,
96.496999979,0,1,0,0,1,
98.6449999809,0,1,0,1,0,
99.0170001984,0,0,1,1,0,
99.4700000286,0,1,0,0,1,
101.722000122,0,0,1,0,1,
102.073000193,0,1,0,0,1,
102.445000172,1,0,0,0,1,
104.616000175,0,1,0,1,0,
105.008000135,0,0,1,0,1,
105.399000168,1,0,0,1,0,
108.34800005,0,1,0,0,1,
109.902000189,1,0,0,1,0,
111.335999966,0,0,1,0,1,
112.834000111,0,1,0,1,0,
114.345000029,1,0,0,1,0,
115.801000118,0,1,0,0,1,
117.258000135,0,0,1,1,0,
118.773000002,1,0,0,0,1,
120.187999964,0,1,0,1,0,
121.669000149,0,0,1,0,1,
123.209000111,1,0,0,1,0,
124.683000088,0,1,0,0,1,
126.159000158,0,0,1,1,0,
127.637000084,1,0,0,0,1,
129.129000187,0,0,1,0,1,
129.296000004,0,1,0,1,0,
129.708000183,1,0,0,0,1,
129.894999981,0,0,1,1,0,
130.267000198,0,1,0,0,1,
130.433000088,0,0,1,1,0,
130.825999975,1,0,0,0,1,
131.014000177,0,1,0,1,0,
131.404000044,0,0,1,0,1,
131.592000008,0,1,0,1,0,
131.778000116,1,0,0,0,1,
131.965000153,0,0,1,1,0,
