151.999080882
0,0,0,0,0,0,
2.01059389114,1,0,0,0,0,
3.62747907639,1,0,0,0,0,
5.22750091553,0,0,1,0,0,
6.79021000862,0,0,0,0,1,
8.40392899513,1,0,0,0,0,
10.0524110794,0,0,1,0,0,
11.7092380524,1,0,0,0,0,
11.7136368752,0,0,0,0,1,
13.3607170582,1,0,0,0,0,
13.3769168854,0,0,0,0,1,
14.2081990242,1,0,0,0,0,
14.2199418545,0,0,0,0,1,
14.9227819443,1,0,0,0,0,
14.9388298988,0,0,0,0,1,
16.5105440617,0,0,0,1,0,
16.5386269093,0,1,0,0,0,
19.1575710773,1,0,0,0,0,
20.6941208839,0,0,1,0,0,
22.0760149956,0,0,0,0,1,
22.9604990482,1,0,0,0,0,
24.5519309044,0,0,1,0,0,
26.1299080849,0,0,0,1,0,
26.1361119747,0,1,0,0,0,
27.0155549049,1,0,0,0,0,
27.8273940086,0,0,0,1,0,
27.8369710445,0,1,0,0,0,
28.6082558632,1,0,0,0,0,
29.3933548927,0,1,0,0,0,
29.3995139599,0,0,0,1,0,
30.1840629578,0,0,0,0,1,
30.985213995,0,1,0,0,0,
30.9923920631,0,0,0,1,0,
31.7706999779,0,0,0,0,1,
32.6164720058,0,0,0,0,1,
32.6321370602,1,0,0,0,0,
33.4572110176,0,0,0,1,0,
33.4660630226,0,1,0,0,0,
34.2509179115,0,0,0,0,1,
34.2616939545,1,0,0,0,0,
35.0748140812,0,1,0,0,0,
35.0841898918,0,0,0,1,0,
35.8578619957,0,0,0,0,1,
35.8624889851,1,0,0,0,0,
36.6504888535,0,1,0,0,0,
36.6569130421,0,0,0,1,0,
37.4523448944,1,0,0,0,0,
38.2478978634,0,0,0,1,0,
38.2521100044,0,1,0,0,0,
39.0282800198,1,0,0,0,0,
39.0347929001,0,0,0,0,1,
40.6247968674,1,0,0,0,0,
40.6338069439,0,0,0,0,1,
42.2451999187,0,0,0,0,1,
42.2514839172,1,0,0,0,0,
43.1819629669,1,0,0,0,0,
43.1981339455,0,0,0,0,1,
43.907572031,1,0,0,0,0,
43.9170939922,0,0,0,0,1,
44.3043210506,0,1,0,0,0,
44.3095018864,0,0,0,1,0,
44.7393760681,0,0,1,0,0,
45.4780809879,0,0,0,0,1,
45.487019062,1,0,0,0,0,
47.2157058716,0,0,0,0,1,
47.2215189934,1,0,0,0,0,
47.9618659019,0,0,0,1,0,
47.971198082,0,1,0,0,0,
48.7698299885,0,0,0,0,1,
48.7778069973,1,0,0,0,0,
49.5182569027,1,0,0,0,0,
50.3167510033,0,0,0,0,1,
50.3196649551,0,1,0,0,0,
51.1138560772,1,0,0,0,0,
51.1204900742,0,0,0,1,0,
51.9482109547,0,1,0,0,0,
51.9548070431,0,0,0,0,1,
52.7277569771,1,0,0,0,0,
52.7364809513,0,0,0,1,0,
53.4885540009,0,0,0,0,1,
53.498306036,0,1,0,0,0,
54.3104929924,1,0,0,0,0,
54.3226308823,0,0,0,1,0,
55.1673359871,0,1,0,0,0,
55.175606966,0,0,0,0,1,
55.9204399586,0,0,0,1,0,
55.9259068966,1,0,0,0,0,
56.7373759747,0,0,1,0,0,
57.5237410069,1,0,0,0,0,
57.5330209732,0,0,0,0,1,
58.3635630608,0,0,0,1,0,
58.3753859997,0,1,0,0,0,
59.1426010132,0,0,0,0,1,
59.1485168934,1,0,0,0,0,
59.9490070343,0,0,0,1,0,
59.9560940266,0,1,0,0,0,
60.7346088886,0,0,0,0,1,
60.7417600155,1,0,0,0,0,
61.5436658859,0,0,1,0,0,
61.5491609573,0,0,0,0,1,
62.3700230122,0,1,0,0,0,
62.37748909,0,0,0,1,0,
63.1474649906,0,0,0,0,1,
63.1546089649,1,0,0,0,0,
63.957253933,0,0,0,1,0,
63.9695138931,0,0,1,0,0,
64.7767219543,0,0,0,0,1,
64.7863769531,0,1,0,0,0,
65.599670887,0,0,0,1,0,
65.6060760021,1,0,0,0,0,
66.3586919308,0,0,0,0,1,
66.3743400574,0,0,1,0,0,
67.1941149235,0,0,0,1,0,
67.2060749531,0,1,0,0,0,
67.9923598766,0,0,0,0,1,
68.0022308826,1,0,0,0,0,
68.807174921,0,0,0,0,1,
68.8163909912,0,1,0,0,0,
69.5718679428,0,0,0,0,1,
69.5846278667,1,0,0,0,0,
70.3672850132,0,0,0,1,0,
70.3706860542,0,1,0,0,0,
71.1844639778,1,0,0,0,0,
71.6421170235,0,1,0,0,0,
72.048126936,0,0,0,0,1,
72.0632538795,0,0,1,0,0,
72.8353350163,1,0,0,0,0,
72.8399128914,0,0,0,1,0,
73.5970299244,0,1,0,0,0,
73.60085392,0,0,0,0,1,
74.4048678875,0,0,0,1,0,
74.4123458862,0,0,1,0,0,
75.2448689938,0,0,0,0,1,
75.2521209717,0,1,0,0,0,
76.0081889629,0,0,0,1,0,
76.0204348564,1,0,0,0,0,
76.8369078636,0,1,0,0,0,
76.8395409584,0,0,0,0,1,
77.6491129398,0,0,1,0,0,
77.6554200649,0,0,0,1,0,
78.4660060406,0,0,0,0,1,
78.4695188999,1,0,0,0,0,
79.2544410229,0,0,0,0,1,
79.2621660233,0,0,1,0,0,
80.9564189911,1,0,0,0,0,
80.9661118984,0,0,0,1,0,
82.4551279545,0,1,0,0,0,
82.4603140354,0,0,0,0,1,
83.2412829399,1,0,0,0,0,
83.2529909611,0,0,0,1,0,
84.1062328815,0,0,0,0,1,
84.1157779694,0,0,1,0,0,
84.5025010109,0,1,0,0,0,
84.5104959011,0,0,0,1,0,
84.907088995,0,0,0,0,1,
84.9168450832,1,0,0,0,0,
85.7514150143,0,0,0,0,1,
85.7683489323,0,0,1,0,0,
86.5519020557,0,0,0,1,0,
86.5551979542,0,1,0,0,0,
87.3514869213,1,0,0,0,0,
87.3677718639,0,0,0,0,1,
88.1084830761,0,0,1,0,0,
88.112746954,0,0,0,1,0,
88.9162650108,0,1,0,0,0,
88.9228930473,0,0,0,0,1,
89.7105190754,1,0,0,0,0,
89.7268300056,0,0,0,1,0,
90.5355079174,0,0,0,0,1,
90.5399968624,1,0,0,0,0,
90.9333539009,0,1,0,0,0,
90.9380970001,0,0,0,1,0,
91.3288600445,0,0,0,0,1,
91.3372700214,0,0,1,0,0,
92.1671710014,0,0,0,1,0,
92.1778380871,1,0,0,0,0,
92.9544439316,0,1,0,0,0,
92.962487936,0,0,0,0,1,
93.7784869671,1,0,0,0,0,
93.7851560116,0,0,0,0,1,
94.547244072,0,0,1,0,0,
94.5542109013,0,0,0,1,0,
95.3544280529,1,0,0,0,0,
95.3598968983,0,0,0,0,1,
